Property_Type,Property_Area,Number_of_Doors,Power_Backup,Water_Supply,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Habitability_score,Number_of_Windows,Furnishing,Frequency_of_Powercuts,Crime_Rate,Dust_and_Noise
5.0,1154,4,1.0,0.0,4.92,83.0,4.82,87.34,4.0,2.0,0.0,3.0,2.0
1.0,554,1,1.0,0.0,7.26,100.0,4.15,89.07,1.0,1.0,1.0,3.0,2.0
3.0,445,1,1.0,3.0,3.65,20.0,2.77,70.09,2.0,1.0,2.0,1.0,1.0
3.0,354,2,1.0,0.0,6.44,158.0,4.71,73.72,3.0,1.0,0.0,3.0,2.0
5.0,2011,1,2.0,2.0,6.87,101.0,3.59,77.37,5.0,1.0,0.0,1.0,1.0
1.0,306,3,1.0,0.0,6.07,142.0,4.11,81.31,1.0,1.0,0.0,1.0,2.0
1.0,275,3,1.0,0.0,6.22,158.0,4.72,79.74,4.0,0.0,0.0,3.0,2.0
1.0,934,3,1.0,2.0,5.56,92.0,3.55,70.57,3.0,2.0,0.0,1.0,2.0
2.0,2884,3,1.0,0.0,8.28,160.0,2.76,73.4,9.0,0.0,1.0,0.0,0.0
4.0,1179,2,1.0,3.0,7.62,102.0,3.84,78.19,7.0,0.0,1.0,3.0,2.0
5.0,2146,1,1.0,2.0,5.97,113.0,2.89,76.23,2.0,0.0,1.0,1.0,2.0
5.0,1641,3,1.0,0.0,6.47,92.0,4.17,84.65,2.0,0.0,0.0,3.0,2.0
1.0,528,2,1.0,0.0,5.94,104.0,2.9,62.3,2.0,1.0,1.0,0.0,2.0
5.0,2165,2,1.0,0.0,5.83,104.0,4.16,80.19,5.0,2.0,0.0,2.0,2.0
2.0,2168,4,1.0,4.0,3.29,8.0,2.79,72.47,6.0,0.0,2.0,3.0,1.0
1.0,324,2,1.0,2.0,3.89,86.0,3.0,70.65,2.0,1.0,1.0,1.0,1.0
2.0,2579,6,1.0,3.0,4.8,103.0,3.85,70.69,11.0,1.0,1.0,3.0,2.0
5.0,20464,2,1.0,0.0,8.0,154.0,4.02,83.11,5.0,1.0,1.0,3.0,0.0
1.0,267,3,1.0,3.0,6.44,143.0,3.79,75.35,1.0,0.0,1.0,3.0,2.0
1.0,162,3,1.0,2.0,7.1,141.0,2.22,74.72,3.0,0.0,3.0,3.0,2.0
5.0,1304,3,1.0,2.0,4.96,80.0,2.88,53.86,4.0,1.0,0.0,0.0,0.0
2.0,2624,3,0.0,0.0,4.61,102.0,4.8,74.25,6.0,1.0,0.0,3.0,2.0
1.0,196,1,2.0,0.0,8.37,182.0,4.61,78.01,4.0,1.0,0.0,3.0,0.0
1.0,386,2,1.0,3.0,5.78,84.0,3.87,82.07,1.0,1.0,0.0,1.0,2.0
4.0,584,2,1.0,2.0,5.37,113.0,4.15,71.92,5.0,1.0,0.0,3.0,2.0
5.0,1293,4,1.0,2.0,5.76,86.0,3.55,72.46,4.0,0.0,0.0,1.0,2.0
5.0,1642,1,1.0,3.0,6.01,165.0,4.39,74.28,2.0,2.0,0.0,3.0,2.0
1.0,813,3,1.0,3.0,5.6,110.0,3.21,83.95,4.0,0.0,0.0,0.0,2.0
2.0,2423,5,1.0,3.0,2.12,64.0,3.35,59.44,4.0,2.0,0.0,0.0,1.0
1.0,252,1,1.0,2.0,7.45,159.0,4.08,67.53,2.0,1.0,0.0,3.0,2.0
2.0,1914,5,1.0,3.0,5.59,87.0,3.87,80.91,9.0,2.0,1.0,3.0,2.0
5.0,2262,1,1.0,0.0,6.81,84.0,4.81,73.67,5.0,1.0,0.0,3.0,2.0
5.0,2292,4,1.0,2.0,6.36,112.0,4.15,79.97,2.0,1.0,0.0,3.0,2.0
5.0,1453,1,1.0,4.0,6.58,98.0,3.85,85.44,5.0,1.0,0.0,3.0,2.0
1.0,626,1,1.0,0.0,6.45,130.0,3.49,72.56,2.0,0.0,2.0,3.0,2.0
1.0,638,1,1.0,0.0,4.67,109.0,4.16,81.11,1.0,1.0,0.0,1.0,2.0
4.0,1132,3,1.0,2.0,3.51,75.0,3.64,71.72,4.0,2.0,0.0,1.0,1.0
5.0,1479,3,1.0,0.0,5.86,104.0,3.53,70.31,2.0,1.0,1.0,1.0,2.0
1.0,686,2,1.0,4.0,7.25,80.0,2.61,86.71,2.0,0.0,1.0,1.0,2.0
1.0,223,1,1.0,0.0,4.48,96.0,4.18,78.89,4.0,1.0,1.0,3.0,2.0
5.0,1285,4,1.0,3.0,7.63,170.0,3.12,86.28,5.0,1.0,2.0,3.0,2.0
1.0,297,3,2.0,0.0,6.82,106.0,0.95,64.83,2.0,0.0,3.0,2.0,0.0
4.0,1086,2,1.0,0.0,7.21,140.0,4.1,76.84,5.0,2.0,0.0,1.0,2.0
1.0,104,1,2.0,0.0,6.81,169.0,4.07,73.48,3.0,1.0,0.0,1.0,2.0
5.0,1157,4,1.0,0.0,6.17,153.0,4.72,87.41,2.0,2.0,0.0,3.0,2.0
1.0,666,1,1.0,0.0,7.58,153.0,3.46,69.39,1.0,1.0,0.0,0.0,2.0
3.0,284,2,2.0,3.0,5.07,116.0,1.95,68.78,3.0,2.0,3.0,1.0,2.0
5.0,1279,3,1.0,0.0,8.07,170.0,3.37,42.2,4.0,2.0,0.0,0.0,0.0
3.0,309,2,1.0,0.0,7.79,101.0,1.64,77.3,0.0,0.0,3.0,0.0,2.0
5.0,1156,1,1.0,2.0,7.74,155.0,4.08,69.14,5.0,2.0,0.0,3.0,2.0
2.0,1826,2,1.0,0.0,6.94,100.0,4.16,88.18,9.0,0.0,1.0,3.0,2.0
5.0,1275,2,2.0,2.0,8.0,133.0,4.11,83.7,4.0,1.0,0.0,3.0,2.0
5.0,1169,4,2.0,3.0,6.25,92.0,4.48,88.9,2.0,0.0,0.0,3.0,2.0
1.0,299,1,1.0,2.0,6.84,108.0,2.89,39.24,2.0,2.0,0.0,0.0,2.0
5.0,1479,3,1.0,2.0,5.54,115.0,2.89,93.33,5.0,0.0,1.0,1.0,2.0
5.0,1935,3,2.0,3.0,7.25,154.0,4.4,90.34,5.0,1.0,0.0,3.0,2.0
1.0,203,3,1.0,0.0,4.93,81.0,3.57,63.89,2.0,1.0,1.0,1.0,2.0
2.0,3421,3,2.0,2.0,6.69,116.0,4.14,84.04,8.0,1.0,0.0,3.0,2.0
5.0,2136,2,1.0,3.0,8.41,166.0,3.06,59.24,4.0,1.0,0.0,0.0,0.0
1.0,374,1,1.0,0.0,6.03,90.0,4.18,86.49,3.0,1.0,1.0,3.0,2.0
1.0,132,2,1.0,0.0,6.64,127.0,4.12,76.37,1.0,2.0,1.0,3.0,2.0
5.0,1275,2,1.0,2.0,7.05,94.0,1.65,28.2,5.0,2.0,2.0,0.0,2.0
5.0,1202,2,1.0,0.0,4.94,99.0,2.92,62.45,3.0,1.0,1.0,0.0,2.0
4.0,823,3,1.0,2.0,5.54,88.0,2.3,83.65,7.0,0.0,1.0,0.0,2.0
1.0,229,3,1.0,0.0,7.32,86.0,4.17,76.51,1.0,0.0,1.0,3.0,2.0
5.0,1557,3,2.0,2.0,7.83,102.0,2.27,86.39,5.0,1.0,2.0,1.0,2.0
2.0,3609,6,2.0,4.0,8.51,163.0,3.06,82.77,15.0,0.0,0.0,1.0,0.0
5.0,1820,4,1.0,3.0,6.77,112.0,4.46,72.44,4.0,2.0,0.0,3.0,2.0
1.0,370,1,1.0,0.0,6.66,128.0,4.12,77.19,2.0,1.0,1.0,3.0,2.0
1.0,498,3,1.0,0.0,7.89,91.0,4.79,75.02,4.0,1.0,0.0,2.0,2.0
3.0,320,2,1.0,3.0,5.83,99.0,3.85,71.0,1.0,0.0,0.0,1.0,2.0
4.0,804,1,1.0,0.0,7.91,124.0,4.75,82.19,6.0,0.0,0.0,3.0,2.0
1.0,596,1,2.0,0.0,8.63,183.0,4.61,81.53,3.0,1.0,0.0,3.0,0.0
3.0,403,2,1.0,0.0,3.9,92.0,4.25,73.57,2.0,1.0,1.0,3.0,1.0
5.0,2054,3,1.0,1.0,5.9,107.0,3.53,82.12,2.0,1.0,0.0,1.0,2.0
5.0,2272,4,2.0,0.0,6.8,86.0,4.18,69.49,5.0,2.0,1.0,1.0,2.0
1.0,903,2,1.0,0.0,7.1,138.0,4.11,62.99,4.0,2.0,1.0,3.0,2.0
5.0,1895,4,2.0,4.0,5.89,105.0,3.84,81.02,4.0,1.0,0.0,3.0,2.0
5.0,1604,1,1.0,3.0,8.66,165.0,3.06,40.23,5.0,2.0,1.0,1.0,0.0
1.0,799,2,2.0,0.0,7.29,166.0,4.07,76.86,2.0,2.0,1.0,3.0,2.0
5.0,1837,1,1.0,0.0,7.16,97.0,4.16,82.09,2.0,1.0,0.0,1.0,2.0
1.0,593,3,1.0,0.0,5.21,101.0,4.17,85.77,1.0,1.0,0.0,1.0,2.0
4.0,560,3,2.0,0.0,4.87,111.0,4.78,89.3,7.0,1.0,0.0,2.0,2.0
2.0,2219,3,1.0,0.0,7.58,86.0,4.17,67.03,9.0,1.0,0.0,1.0,2.0
5.0,2155,4,1.0,0.0,7.09,131.0,2.86,71.97,5.0,1.0,0.0,2.0,2.0
5.0,1464,1,1.0,3.0,6.22,98.0,3.22,84.56,2.0,0.0,0.0,0.0,2.0
5.0,1932,1,1.0,0.0,6.75,156.0,4.72,75.86,2.0,2.0,0.0,3.0,2.0
4.0,787,3,1.0,2.0,5.31,91.0,2.92,44.06,7.0,2.0,1.0,1.0,2.0
4.0,623,3,2.0,3.0,7.55,140.0,4.42,86.29,5.0,0.0,0.0,3.0,2.0
1.0,892,1,1.0,1.0,6.85,135.0,4.43,77.12,4.0,1.0,0.0,3.0,2.0
1.0,265,3,2.0,0.0,4.51,89.0,4.19,76.41,2.0,2.0,0.0,1.0,2.0
1.0,319,1,1.0,2.0,7.6,165.0,2.82,78.51,2.0,0.0,0.0,1.0,2.0
1.0,864,2,1.0,3.0,6.2,117.0,3.83,63.85,2.0,2.0,0.0,1.0,2.0
1.0,271,3,1.0,2.0,5.62,94.0,3.55,69.95,4.0,1.0,0.0,1.0,2.0
1.0,174,1,1.0,3.0,6.35,170.0,3.76,66.92,2.0,1.0,1.0,3.0,2.0
3.0,217,2,1.0,3.0,5.22,105.0,3.22,66.8,0.0,1.0,0.0,0.0,2.0
1.0,665,1,1.0,2.0,7.48,170.0,4.07,84.11,1.0,1.0,0.0,3.0,2.0
3.0,398,2,1.0,0.0,5.32,100.0,4.17,66.61,1.0,2.0,0.0,1.0,2.0
1.0,430,3,1.0,3.0,8.87,200.0,3.64,63.95,2.0,2.0,1.0,3.0,0.0
1.0,651,3,2.0,2.0,8.05,179.0,3.99,83.91,2.0,2.0,0.0,3.0,0.0
1.0,657,3,1.0,0.0,6.17,90.0,4.17,89.41,2.0,1.0,1.0,2.0,2.0
5.0,1620,3,1.0,0.0,6.91,114.0,1.63,19.53,2.0,2.0,2.0,2.0,2.0
4.0,797,2,1.0,4.0,4.96,85.0,1.99,39.93,7.0,1.0,1.0,0.0,2.0
5.0,1110,3,2.0,2.0,6.06,125.0,2.25,77.52,2.0,1.0,0.0,2.0,2.0
5.0,2041,1,1.0,4.0,5.53,107.0,2.59,82.88,5.0,0.0,0.0,0.0,2.0
5.0,2089,1,1.0,0.0,3.9,50.0,3.67,76.19,2.0,1.0,0.0,0.0,1.0
2.0,4088,5,1.0,4.0,6.84,122.0,3.19,78.16,15.0,1.0,0.0,1.0,2.0
1.0,234,1,1.0,0.0,6.99,164.0,4.08,74.82,2.0,0.0,0.0,1.0,2.0
5.0,2197,2,1.0,3.0,6.45,81.0,3.87,71.16,4.0,2.0,1.0,3.0,2.0
4.0,640,3,1.0,0.0,5.98,118.0,3.51,74.92,4.0,1.0,2.0,3.0,2.0
2.0,2158,3,2.0,0.0,6.62,87.0,4.18,71.73,11.0,2.0,0.0,1.0,2.0
1.0,127,2,1.0,0.0,6.99,126.0,3.5,87.9,3.0,0.0,1.0,1.0,2.0
5.0,1901,2,1.0,0.0,7.4,99.0,4.78,92.33,5.0,0.0,0.0,3.0,2.0
1.0,958,3,2.0,4.0,5.01,112.0,3.21,80.34,4.0,0.0,0.0,1.0,2.0
5.0,1839,3,1.0,4.0,5.67,88.0,3.24,78.0,2.0,1.0,0.0,1.0,2.0
1.0,808,2,1.0,0.0,5.15,120.0,4.77,70.67,4.0,1.0,0.0,3.0,2.0
4.0,1271,2,1.0,3.0,6.31,148.0,4.41,68.46,7.0,1.0,0.0,3.0,2.0
4.0,622,1,1.0,0.0,6.34,132.0,2.87,75.0,4.0,1.0,0.0,2.0,2.0
4.0,619,3,1.0,0.0,6.88,144.0,4.1,79.65,4.0,1.0,0.0,1.0,2.0
4.0,406,3,1.0,0.0,7.69,119.0,4.76,86.06,6.0,2.0,0.0,3.0,2.0
5.0,2008,3,2.0,2.0,7.92,168.0,2.81,78.56,5.0,1.0,0.0,0.0,2.0
4.0,1136,1,1.0,2.0,6.83,164.0,4.08,73.39,7.0,2.0,0.0,3.0,2.0
1.0,309,1,2.0,0.0,7.92,115.0,4.13,79.13,1.0,2.0,0.0,1.0,2.0
3.0,483,2,1.0,0.0,7.14,86.0,4.8,73.65,2.0,1.0,0.0,3.0,2.0
2.0,4229,5,1.0,2.0,7.55,129.0,2.23,74.14,11.0,0.0,0.0,2.0,2.0
1.0,726,1,1.0,0.0,6.15,146.0,4.1,63.37,1.0,2.0,1.0,3.0,2.0
4.0,402,2,1.0,3.0,6.43,99.0,3.22,86.94,5.0,0.0,0.0,0.0,2.0
1.0,447,2,2.0,4.0,6.09,93.0,3.86,91.08,4.0,0.0,0.0,3.0,2.0
1.0,849,2,1.0,4.0,5.95,94.0,1.35,73.75,1.0,0.0,2.0,0.0,2.0
1.0,629,3,1.0,0.0,7.78,89.0,4.79,71.38,3.0,2.0,0.0,3.0,2.0
5.0,2133,3,1.0,3.0,7.16,128.0,3.81,78.73,3.0,0.0,1.0,3.0,2.0
0.0,3380,4,2.0,3.0,6.64,81.0,1.36,79.5,12.0,1.0,2.0,2.0,2.0
4.0,681,3,1.0,0.0,5.75,81.0,4.82,80.63,6.0,2.0,0.0,3.0,2.0
1.0,409,1,0.0,0.0,5.67,112.0,4.78,71.56,3.0,1.0,0.0,3.0,2.0
1.0,113,2,1.0,3.0,7.3,83.0,3.86,70.69,3.0,2.0,1.0,3.0,2.0
4.0,906,2,1.0,0.0,7.49,148.0,4.09,83.54,6.0,0.0,1.0,3.0,2.0
5.0,2194,1,1.0,0.0,6.4,124.0,4.13,72.94,2.0,2.0,1.0,3.0,2.0
2.0,4088,5,1.0,0.0,6.07,154.0,3.47,85.37,12.0,1.0,2.0,3.0,2.0
4.0,522,2,1.0,0.0,4.15,118.0,4.15,72.11,6.0,2.0,0.0,1.0,2.0
1.0,912,2,2.0,3.0,4.82,116.0,3.84,76.82,2.0,1.0,0.0,1.0,2.0
5.0,1552,4,2.0,4.0,8.12,134.0,3.73,70.55,2.0,2.0,0.0,3.0,0.0
1.0,976,2,1.0,2.0,3.91,66.0,3.65,77.34,4.0,1.0,1.0,3.0,1.0
1.0,818,3,1.0,0.0,5.95,110.0,4.15,91.46,3.0,1.0,0.0,1.0,2.0
4.0,1265,2,2.0,2.0,6.66,159.0,4.08,82.75,6.0,1.0,0.0,2.0,2.0
1.0,983,3,1.0,0.0,6.97,122.0,4.13,77.45,4.0,2.0,1.0,3.0,2.0
1.0,762,1,1.0,4.0,7.08,119.0,2.56,87.98,2.0,0.0,2.0,3.0,2.0
1.0,294,3,1.0,0.0,5.37,80.0,4.82,78.92,3.0,2.0,0.0,3.0,2.0
2.0,1917,5,0.0,0.0,6.31,117.0,4.77,86.01,5.0,2.0,0.0,3.0,2.0
5.0,1682,2,1.0,0.0,7.25,159.0,4.08,76.06,2.0,1.0,0.0,1.0,2.0
3.0,335,2,1.0,2.0,5.99,86.0,1.04,29.21,1.0,1.0,3.0,0.0,2.0
3.0,283,2,2.0,3.0,6.52,149.0,3.16,89.67,2.0,1.0,0.0,0.0,2.0
4.0,998,3,1.0,0.0,6.12,136.0,4.74,72.35,6.0,1.0,0.0,3.0,2.0
1.0,502,2,1.0,0.0,7.62,147.0,4.09,79.94,2.0,1.0,1.0,3.0,2.0
1.0,448,2,1.0,0.0,6.91,124.0,4.75,65.59,1.0,2.0,0.0,3.0,2.0
5.0,1678,2,2.0,2.0,6.06,102.0,4.16,85.09,2.0,1.0,0.0,3.0,2.0
1.0,705,3,1.0,4.0,5.93,95.0,3.23,70.49,1.0,1.0,0.0,1.0,2.0
4.0,676,2,1.0,0.0,7.49,119.0,4.19,71.16,7.0,1.0,1.0,3.0,1.0
1.0,964,1,1.0,2.0,6.17,146.0,4.1,82.63,1.0,1.0,0.0,3.0,2.0
3.0,414,2,1.0,0.0,6.68,87.0,4.17,73.36,0.0,2.0,0.0,1.0,2.0
4.0,1148,2,1.0,0.0,6.53,107.0,3.52,76.01,5.0,0.0,2.0,3.0,2.0
1.0,104,1,1.0,2.0,7.29,145.0,4.1,79.04,1.0,1.0,0.0,3.0,2.0
1.0,635,2,1.0,2.0,6.91,147.0,3.47,74.88,4.0,1.0,0.0,1.0,2.0
1.0,885,2,2.0,0.0,6.26,135.0,4.12,83.81,1.0,1.0,1.0,3.0,2.0
1.0,689,1,1.0,3.0,6.11,630.0,3.86,71.93,3.0,0.0,0.0,1.0,2.0
1.0,308,2,1.0,0.0,7.6,85.0,4.17,79.51,1.0,0.0,1.0,3.0,2.0
1.0,942,3,1.0,0.0,3.8,34.0,4.95,76.48,4.0,1.0,0.0,3.0,1.0
1.0,993,1,1.0,3.0,6.9,146.0,3.79,72.08,4.0,1.0,0.0,1.0,2.0
1.0,738,1,1.0,0.0,3.26,3.0,4.36,86.4,1.0,0.0,0.0,1.0,1.0
1.0,634,2,2.0,0.0,6.85,165.0,2.82,72.98,1.0,1.0,0.0,2.0,2.0
1.0,785,1,1.0,2.0,7.09,147.0,3.47,71.89,2.0,0.0,1.0,3.0,2.0
1.0,446,1,2.0,0.0,6.23,105.0,3.53,82.32,1.0,2.0,2.0,3.0,2.0
1.0,249,2,1.0,3.0,7.07,156.0,3.77,86.52,1.0,0.0,0.0,1.0,2.0
3.0,285,1,1.0,0.0,7.12,105.0,4.15,80.7,3.0,0.0,1.0,3.0,2.0
4.0,1043,1,1.0,0.0,6.59,167.0,2.82,74.59,7.0,0.0,1.0,0.0,2.0
2.0,2741,6,1.0,0.0,7.24,134.0,3.48,69.55,7.0,2.0,1.0,1.0,2.0
5.0,2052,4,1.0,0.0,5.79,89.0,4.81,85.42,3.0,0.0,0.0,3.0,2.0
3.0,294,2,1.0,0.0,7.74,117.0,4.76,71.24,0.0,1.0,0.0,3.0,2.0
4.0,1002,1,2.0,0.0,6.93,156.0,4.09,81.7,5.0,1.0,1.0,3.0,2.0
4.0,1052,1,1.0,3.0,5.19,87.0,4.5,67.04,4.0,1.0,0.0,3.0,2.0
5.0,1757,4,1.0,2.0,6.44,170.0,4.07,79.81,4.0,1.0,0.0,3.0,2.0
2.0,3075,5,1.0,3.0,6.6,146.0,3.16,59.35,8.0,2.0,1.0,1.0,2.0
5.0,2297,1,2.0,0.0,4.87,91.0,4.18,84.79,4.0,1.0,0.0,1.0,2.0
3.0,327,1,1.0,4.0,3.07,817.0,4.01,73.69,1.0,2.0,0.0,3.0,1.0
5.0,1978,2,2.0,3.0,5.5,110.0,4.47,85.74,5.0,1.0,0.0,3.0,2.0
5.0,1586,1,1.0,0.0,5.14,94.0,4.18,76.55,4.0,0.0,0.0,1.0,2.0
5.0,2047,1,1.0,2.0,5.54,95.0,2.92,81.11,3.0,1.0,1.0,1.0,2.0
4.0,817,3,2.0,0.0,5.34,98.0,3.54,74.55,6.0,2.0,1.0,1.0,2.0
2.0,4287,4,1.0,2.0,6.38,82.0,3.56,81.89,9.0,1.0,0.0,1.0,2.0
1.0,521,2,1.0,2.0,6.95,104.0,2.27,64.59,3.0,1.0,3.0,3.0,2.0
5.0,1687,1,1.0,2.0,7.02,119.0,4.13,77.34,3.0,1.0,0.0,3.0,2.0
1.0,901,3,1.0,0.0,5.28,92.0,2.92,34.99,1.0,2.0,2.0,1.0,2.0
1.0,790,3,1.0,3.0,6.99,113.0,4.45,70.08,1.0,2.0,0.0,3.0,2.0
1.0,795,1,2.0,0.0,4.87,84.0,3.56,68.53,1.0,1.0,0.0,0.0,2.0
5.0,1979,1,1.0,3.0,4.73,109.0,4.47,74.75,4.0,2.0,0.0,3.0,2.0
5.0,1371,2,1.0,3.0,8.72,168.0,3.06,66.37,3.0,1.0,2.0,3.0,0.0
2.0,2333,6,1.0,4.0,5.77,112.0,3.21,82.42,11.0,1.0,0.0,1.0,2.0
4.0,1052,2,1.0,2.0,6.63,153.0,4.03,82.35,7.0,1.0,0.0,3.0,0.0
1.0,879,1,1.0,0.0,4.58,114.0,4.15,74.08,1.0,2.0,1.0,3.0,2.0
1.0,822,2,1.0,3.0,6.33,99.0,4.48,92.93,2.0,1.0,0.0,3.0,2.0
1.0,611,1,1.0,0.0,8.31,189.0,2.72,71.27,3.0,1.0,1.0,0.0,0.0
3.0,283,1,1.0,0.0,5.47,105.0,4.16,80.48,2.0,1.0,0.0,1.0,2.0
5.0,2045,4,1.0,0.0,8.01,127.0,4.05,72.91,4.0,1.0,1.0,3.0,0.0
1.0,229,3,1.0,0.0,6.0,98.0,4.79,77.3,1.0,2.0,0.0,3.0,2.0
5.0,1552,2,1.0,3.0,3.7,39.0,4.0,93.72,2.0,1.0,0.0,1.0,1.0
1.0,337,1,2.0,0.0,7.69,141.0,2.85,84.22,4.0,0.0,3.0,3.0,2.0
2.0,3809,4,2.0,0.0,7.84,137.0,4.73,96.7,11.0,0.0,0.0,3.0,2.0
2.0,3377,4,1.0,0.0,4.01,112.0,4.16,76.62,7.0,2.0,1.0,3.0,2.0
1.0,965,2,2.0,0.0,4.63,81.0,4.2,80.75,2.0,2.0,0.0,1.0,2.0
4.0,640,3,1.0,0.0,5.29,92.0,4.18,76.18,5.0,2.0,0.0,1.0,2.0
5.0,2036,1,1.0,0.0,4.24,82.0,4.2,80.36,5.0,0.0,0.0,1.0,2.0
5.0,2144,1,1.0,0.0,7.48,113.0,4.14,82.77,4.0,0.0,1.0,3.0,2.0
5.0,1669,1,2.0,2.0,7.32,143.0,2.85,82.95,2.0,0.0,1.0,1.0,2.0
1.0,148,2,1.0,0.0,6.46,86.0,4.18,88.22,2.0,1.0,1.0,3.0,2.0
1.0,349,3,2.0,3.0,3.81,47.0,3.24,87.43,4.0,1.0,0.0,0.0,0.0
1.0,558,2,1.0,0.0,7.55,133.0,3.48,47.64,3.0,2.0,0.0,0.0,2.0
3.0,295,1,1.0,3.0,5.89,83.0,3.87,69.75,0.0,1.0,0.0,1.0,2.0
1.0,648,1,1.0,0.0,8.59,188.0,3.35,27.47,4.0,2.0,0.0,0.0,0.0
5.0,1385,2,1.0,2.0,5.53,102.0,2.91,61.25,2.0,1.0,1.0,1.0,2.0
5.0,1186,2,2.0,2.0,6.84,108.0,3.52,70.43,3.0,1.0,0.0,1.0,2.0
2.0,2760,3,1.0,3.0,7.11,124.0,4.44,68.43,10.0,2.0,0.0,3.0,2.0
2.0,3810,5,1.0,0.0,6.04,139.0,2.86,53.39,15.0,2.0,0.0,2.0,2.0
1.0,733,3,1.0,3.0,6.99,114.0,3.76,66.95,1.0,1.0,0.0,1.0,0.0
4.0,1298,1,1.0,2.0,5.6,111.0,4.15,68.93,7.0,2.0,0.0,3.0,2.0
1.0,184,3,1.0,0.0,7.32,104.0,4.78,82.9,1.0,0.0,0.0,3.0,2.0
1.0,874,3,1.0,3.0,5.79,104.0,3.22,85.45,4.0,0.0,1.0,1.0,2.0
2.0,2301,6,1.0,0.0,8.15,123.0,2.8,77.33,13.0,0.0,0.0,2.0,0.0
3.0,421,2,1.0,3.0,5.72,111.0,3.21,72.13,1.0,1.0,1.0,1.0,2.0
5.0,1574,2,1.0,3.0,7.11,146.0,4.41,67.62,2.0,1.0,0.0,3.0,2.0
0.0,450,3,0.0,3.0,7.5,110.0,3.83,69.79,2.0,2.0,0.0,1.0,2.0
5.0,1608,2,1.0,3.0,7.61,157.0,3.77,73.63,5.0,2.0,0.0,1.0,2.0
2.0,2837,3,1.0,0.0,6.35,112.0,4.77,87.05,14.0,0.0,0.0,3.0,2.0
4.0,1239,3,1.0,0.0,7.29,145.0,3.47,78.7,7.0,1.0,1.0,1.0,2.0
4.0,1075,2,1.0,0.0,8.3,166.0,2.12,41.87,5.0,1.0,1.0,2.0,0.0
1.0,230,3,1.0,0.0,7.64,108.0,4.14,79.74,2.0,1.0,0.0,1.0,2.0
3.0,397,2,2.0,3.0,7.3,85.0,3.23,79.54,2.0,1.0,1.0,1.0,2.0
4.0,1224,2,1.0,0.0,6.98,116.0,2.25,66.7,7.0,1.0,1.0,2.0,2.0
5.0,1186,4,1.0,2.0,6.91,135.0,2.23,23.14,4.0,2.0,0.0,2.0,2.0
5.0,1188,4,1.0,4.0,6.42,113.0,3.2,68.8,5.0,0.0,1.0,3.0,2.0
5.0,1108,1,1.0,2.0,5.75,109.0,3.53,80.8,5.0,1.0,0.0,1.0,2.0
1.0,306,1,1.0,0.0,5.92,88.0,3.55,76.34,1.0,1.0,0.0,0.0,2.0
5.0,2213,4,1.0,0.0,6.68,110.0,4.77,79.8,3.0,1.0,0.0,3.0,2.0
4.0,765,1,2.0,0.0,5.25,104.0,4.79,88.41,7.0,1.0,0.0,3.0,2.0
0.0,2057,3,1.0,0.0,5.75,95.0,4.17,72.66,4.0,2.0,1.0,3.0,2.0
1.0,143,2,1.0,0.0,7.06,126.0,4.12,78.83,2.0,0.0,1.0,3.0,2.0
3.0,310,1,0.0,2.0,6.91,111.0,4.14,75.08,1.0,1.0,0.0,3.0,2.0
3.0,259,1,2.0,0.0,4.72,120.0,4.15,74.32,2.0,1.0,0.0,1.0,2.0
5.0,2241,2,1.0,2.0,6.15,123.0,3.51,78.62,3.0,1.0,0.0,1.0,2.0
1.0,906,3,1.0,0.0,7.26,146.0,4.1,78.94,2.0,0.0,1.0,3.0,2.0
4.0,1013,1,1.0,2.0,5.89,106.0,2.9,63.53,4.0,1.0,0.0,0.0,2.0
5.0,1733,3,1.0,0.0,8.19,190.0,3.35,90.07,5.0,0.0,0.0,0.0,0.0
1.0,350,2,2.0,1.0,5.98,120.0,2.57,62.49,3.0,2.0,1.0,0.0,2.0
5.0,2150,2,2.0,2.0,6.3,116.0,2.89,77.94,2.0,1.0,0.0,0.0,2.0
3.0,361,2,2.0,0.0,6.19,152.0,3.47,72.29,0.0,1.0,1.0,1.0,2.0
3.0,387,1,1.0,0.0,7.08,119.0,4.13,78.78,0.0,1.0,0.0,1.0,2.0
3.0,355,1,1.0,3.0,6.33,108.0,2.58,49.51,1.0,1.0,0.0,2.0,2.0
5.0,1520,3,1.0,0.0,5.72,112.0,4.15,85.72,4.0,1.0,0.0,1.0,2.0
3.0,400,2,1.0,0.0,5.84,81.0,3.56,80.99,2.0,1.0,0.0,0.0,2.0
5.0,2174,3,1.0,0.0,8.2,164.0,3.38,82.45,5.0,1.0,1.0,1.0,0.0
5.0,1895,4,1.0,0.0,5.72,111.0,2.9,81.21,3.0,0.0,1.0,0.0,2.0
4.0,668,3,1.0,0.0,6.46,112.0,4.77,74.65,4.0,2.0,0.0,2.0,2.0
4.0,1020,1,1.0,3.0,6.67,131.0,3.18,72.06,7.0,2.0,2.0,3.0,2.0
5.0,1615,3,1.0,3.0,7.69,170.0,4.38,71.37,4.0,1.0,0.0,3.0,2.0
3.0,367,1,1.0,3.0,5.51,104.0,3.85,67.53,1.0,1.0,0.0,1.0,2.0
1.0,997,3,1.0,2.0,7.59,107.0,3.52,72.99,3.0,2.0,1.0,3.0,2.0
